,time,mid_o,mid_h,mid_l,mid_c,MA_50,MA_200,DELTA,DELTA_PREV,TRADE
0,2021-05-17 05:00:00+00:00,1.21298,1.215,1.21262,1.21481,1.2099588,1.1995066,0.0104521999999998,,0
1,2021-05-17 09:00:00+00:00,1.2148,1.2169,1.21346,1.214,1.2101938,1.19972275,0.010471050000000037,0.0104521999999998,0
2,2021-05-17 13:00:00+00:00,1.21398,1.21577,1.2138,1.2156,1.2105122,1.19992755,0.010584649999999973,0.010471050000000037,0
3,2021-05-17 17:00:00+00:00,1.21561,1.21615,1.21496,1.215,1.2108182,1.20013975,0.010678450000000117,0.010584649999999973,0
4,2021-05-17 21:00:00+00:00,1.21528,1.2159,1.21508,1.21564,1.211143,1.20034295,0.010800050000000061,0.010678450000000117,0
5,2021-05-18 01:00:00+00:00,1.21566,1.21693,1.21556,1.21646,1.2114626,1.20055985,0.01090274999999985,0.010800050000000061,0
6,2021-05-18 05:00:00+00:00,1.21648,1.22198,1.21638,1.22186,1.2118993999999998,1.2008045,0.011094899999999797,0.01090274999999985,0
7,2021-05-18 09:00:00+00:00,1.22185,1.2234,1.22064,1.22212,1.2123368,1.2010572000000002,0.011279599999999945,0.011094899999999797,0
8,2021-05-18 13:00:00+00:00,1.22215,1.22238,1.21975,1.2217,1.2126918,1.2013018,0.011390000000000011,0.011279599999999945,0
9,2021-05-18 17:00:00+00:00,1.22168,1.22302,1.22148,1.22225,1.2130226,1.2015403999999998,0.011482200000000109,0.011390000000000011,0
10,2021-05-18 21:00:00+00:00,1.22239,1.22329,1.2221,1.22264,1.2133756,1.201767,0.011608599999999969,0.011482200000000109,0
11,2021-05-19 01:00:00+00:00,1.22265,1.22354,1.22174,1.22314,1.2137078000000001,1.201994,0.011713800000000107,0.011608599999999969,0
12,2021-05-19 05:00:00+00:00,1.22312,1.22454,1.22045,1.22165,1.2140136,1.2022164499999999,0.011797150000000034,0.011713800000000107,0
13,2021-05-19 09:00:00+00:00,1.22167,1.22207,1.21888,1.22078,1.2143017999999999,1.2024313500000001,0.011870449999999755,0.011797150000000034,0
14,2021-05-19 13:00:00+00:00,1.22079,1.22388,1.22036,1.2211,1.2145485999999999,1.2026457499999998,0.01190285000000002,0.011870449999999755,0
15,2021-05-19 17:00:00+00:00,1.22108,1.22149,1.21597,1.21758,1.2146422000000001,1.20284925,0.011792950000000024,0.01190285000000002,0
16,2021-05-19 21:00:00+00:00,1.2169,1.21851,1.2169,1.21851,1.2147101999999999,1.2030611999999998,0.01164900000000002,0.011792950000000024,0
17,2021-05-20 01:00:00+00:00,1.21848,1.21853,1.21696,1.21822,1.2147481999999998,1.2032722,0.01147599999999982,0.01164900000000002,0
18,2021-05-20 05:00:00+00:00,1.2182,1.22048,1.21772,1.21882,1.2148014,1.20348375,0.011317650000000068,0.01147599999999982,0
19,2021-05-20 09:00:00+00:00,1.21883,1.22082,1.2181,1.22,1.2148982,1.2037042,0.011193999999999926,0.011317650000000068,0
20,2021-05-20 13:00:00+00:00,1.22002,1.22264,1.21975,1.22183,1.2149924,1.2039396500000001,0.011052749999999945,0.011193999999999926,0
21,2021-05-20 17:00:00+00:00,1.22184,1.22293,1.22122,1.22286,1.2151072,1.20416445,0.010942750000000112,0.011052749999999945,0
22,2021-05-20 21:00:00+00:00,1.22282,1.22379,1.2224,1.2234,1.2152572,1.2043734000000001,0.010883799999999777,0.010942750000000112,0
23,2021-05-21 01:00:00+00:00,1.22341,1.22395,1.22276,1.2233,1.2154656,1.20458375,0.01088184999999986,0.010883799999999777,0
24,2021-05-21 05:00:00+00:00,1.22331,1.22399,1.22098,1.22239,1.2156574,1.2047887,0.010868700000000064,0.01088184999999986,0
25,2021-05-21 09:00:00+00:00,1.2224,1.2238,1.21784,1.22059,1.2157858,1.2049888500000001,0.010796949999999805,0.010868700000000064,0
26,2021-05-21 13:00:00+00:00,1.22061,1.22103,1.21608,1.21644,1.2157898,1.20516415,0.010625649999999931,0.010796949999999805,0
27,2021-05-21 17:00:00+00:00,1.21644,1.2188,1.21627,1.21817,1.2158166,1.2053406,0.01047599999999993,0.010625649999999931,0
28,2021-05-23 21:00:00+00:00,1.21768,1.21872,1.21724,1.21804,1.2158498,1.205503,0.01034679999999999,0.01047599999999993,0
29,2021-05-24 01:00:00+00:00,1.21806,1.21854,1.21752,1.21796,1.2159124,1.20565455,0.010257849999999902,0.01034679999999999,0
30,2021-05-24 05:00:00+00:00,1.21798,1.22044,1.21749,1.21968,1.2160296000000002,1.20581675,0.010212850000000051,0.010257849999999902,0
31,2021-05-24 09:00:00+00:00,1.21969,1.22194,1.2193,1.22104,1.2162096,1.20598655,0.010223050000000011,0.010212850000000051,0
32,2021-05-24 13:00:00+00:00,1.22102,1.223,1.22036,1.22153,1.2163712,1.2061511,0.010220099999999954,0.010223050000000011,0
33,2021-05-24 17:00:00+00:00,1.22152,1.22182,1.22057,1.22166,1.2165443999999999,1.206317,0.010227399999999776,0.010220099999999954,0
34,2021-05-24 21:00:00+00:00,1.22174,1.2222,1.22116,1.22218,1.2168552,1.20648675,0.010368449999999862,0.010227399999999776,0
35,2021-05-25 01:00:00+00:00,1.2222,1.22316,1.22212,1.22294,1.2171688,1.2066655499999999,0.010503250000000186,0.010368449999999862,0
36,2021-05-25 05:00:00+00:00,1.22296,1.22623,1.22204,1.2259,1.2175228,1.20686175,0.01066104999999995,0.010503250000000186,0
37,2021-05-25 09:00:00+00:00,1.22591,1.22664,1.22462,1.22536,1.2178734,1.20705215,0.010821250000000004,0.01066104999999995,0
38,2021-05-25 13:00:00+00:00,1.22538,1.22571,1.22263,1.22399,1.2182284,1.2072314,0.010997000000000146,0.010821250000000004,0
39,2021-05-25 17:00:00+00:00,1.22398,1.22571,1.22378,1.22522,1.2185696,1.20741115,0.011158449999999931,0.010997000000000146,0
40,2021-05-25 21:00:00+00:00,1.22542,1.22574,1.22447,1.22452,1.2189006,1.20757295,0.011327649999999911,0.011158449999999931,0
41,2021-05-26 01:00:00+00:00,1.22453,1.22612,1.2242,1.22596,1.2192618,1.20774505,0.011516749999999965,0.011327649999999911,0
42,2021-05-26 05:00:00+00:00,1.22598,1.2263,1.22326,1.22409,1.2195930000000001,1.2079058999999999,0.011687100000000283,0.011516749999999965,0
43,2021-05-26 09:00:00+00:00,1.2241,1.22471,1.2217,1.222,1.2198613999999999,1.2080638000000001,0.011797599999999742,0.011687100000000283,0
44,2021-05-26 13:00:00+00:00,1.22201,1.224,1.21956,1.21999,1.2200108,1.20822085,0.011789950000000049,0.011797599999999742,0
45,2021-05-26 17:00:00+00:00,1.21998,1.22022,1.21819,1.21929,1.2201374,1.2083793,0.011758099999999994,0.011789950000000049,0
46,2021-05-26 21:00:00+00:00,1.2192,1.21972,1.21798,1.21883,1.22024,1.2085233499999999,0.011716650000000106,0.011758099999999994,0
47,2021-05-27 01:00:00+00:00,1.21884,1.21956,1.21752,1.21936,1.2203358,1.2086702500000002,0.011665549999999802,0.011716650000000106,0
48,2021-05-27 05:00:00+00:00,1.21936,1.22152,1.218,1.21826,1.220433,1.20881275,0.011620249999999999,0.011665549999999802,0
49,2021-05-27 09:00:00+00:00,1.21827,1.22109,1.21822,1.21862,1.2205456000000001,1.20896175,0.011583850000000062,0.011620249999999999,0
50,2021-05-27 13:00:00+00:00,1.21864,1.22117,1.21797,1.21878,1.220625,1.2091137,0.011511300000000002,0.011583850000000062,0
51,2021-05-27 17:00:00+00:00,1.21878,1.22048,1.21873,1.21941,1.2207332,1.20925365,0.011479550000000005,0.011511300000000002,0
52,2021-05-27 21:00:00+00:00,1.2195,1.21962,1.21826,1.21842,1.2207896,1.2093878,0.011401800000000017,0.011479550000000005,0
53,2021-05-28 01:00:00+00:00,1.21843,1.21903,1.21816,1.21876,1.2208648,1.2095259,0.01133889999999993,0.011401800000000017,0
54,2021-05-28 05:00:00+00:00,1.21878,1.22006,1.21716,1.21975,1.2209469999999998,1.2096725499999998,0.011274449999999936,0.01133889999999993,0
55,2021-05-28 09:00:00+00:00,1.21974,1.2198,1.21328,1.2135,1.2208878,1.20979635,0.011091450000000114,0.011274449999999936,0
56,2021-05-28 13:00:00+00:00,1.21351,1.22043,1.21326,1.22007,1.220852,1.2099462,0.010905799999999966,0.011091450000000114,0
57,2021-05-28 17:00:00+00:00,1.22008,1.2205,1.21894,1.21921,1.2207937999999998,1.21008005,0.010713749999999855,0.010905799999999966,0
58,2021-05-30 21:00:00+00:00,1.2201,1.2201,1.21846,1.21918,1.2207434,1.2102069500000001,0.010536449999999808,0.010713749999999855,0
59,2021-05-31 01:00:00+00:00,1.21916,1.22045,1.21887,1.21981,1.2206946,1.2103316499999999,0.010362950000000204,0.010536449999999808,0
60,2021-05-31 05:00:00+00:00,1.2198,1.22038,1.21834,1.22006,1.220643,1.21045475,0.010188249999999899,0.010362950000000204,0
61,2021-05-31 09:00:00+00:00,1.22004,1.2202,1.21851,1.21987,1.2205776,1.2105727,0.010004899999999983,0.010188249999999899,0
62,2021-05-31 13:00:00+00:00,1.21988,1.22314,1.21941,1.22284,1.2206014,1.2107035,0.009897900000000126,0.010004899999999983,0
63,2021-05-31 17:00:00+00:00,1.22286,1.22294,1.2225,1.22258,1.2206374000000002,1.2108345,0.00980290000000017,0.009897900000000126,0
64,2021-05-31 21:00:00+00:00,1.22258,1.22346,1.22238,1.22296,1.2206746000000002,1.21095675,0.009717850000000139,0.00980290000000017,0
65,2021-06-01 01:00:00+00:00,1.22298,1.22365,1.22224,1.22225,1.2207679999999999,1.2110785000000002,0.009689499999999684,0.009717850000000139,0
66,2021-06-01 05:00:00+00:00,1.22227,1.22415,1.22134,1.22298,1.2208574,1.2112002,0.009657200000000143,0.009689499999999684,0
67,2021-06-01 09:00:00+00:00,1.223,1.22386,1.2217,1.22247,1.2209424,1.2113273500000001,0.009615049999999847,0.009657200000000143,0
68,2021-06-01 13:00:00+00:00,1.22246,1.22545,1.2216,1.22328,1.2210316,1.21145325,0.00957835000000018,0.009615049999999847,0
69,2021-06-01 17:00:00+00:00,1.2233,1.22342,1.22116,1.22138,1.2210592,1.21158095,0.00947824999999991,0.00957835000000018,0
70,2021-06-01 21:00:00+00:00,1.22134,1.22262,1.22123,1.22204,1.2210634,1.2117056499999999,0.009357750000000165,0.00947824999999991,0
71,2021-06-02 01:00:00+00:00,1.22202,1.22266,1.22169,1.22172,1.2210405999999998,1.2118309999999999,0.009209599999999929,0.009357750000000165,0
72,2021-06-02 05:00:00+00:00,1.2217,1.22199,1.21796,1.21814,1.2209354000000001,1.21194315,0.008992250000000146,0.009209599999999929,0
73,2021-06-02 09:00:00+00:00,1.21816,1.2192,1.2164,1.21858,1.2208409999999998,1.21205435,0.008786649999999785,0.008992250000000146,0
74,2021-06-02 13:00:00+00:00,1.2186,1.22184,1.21844,1.22121,1.2208174,1.21217135,0.008646050000000072,0.008786649999999785,0
75,2021-06-02 17:00:00+00:00,1.22122,1.22155,1.22057,1.22104,1.2208264,1.21228465,0.008541750000000015,0.008646050000000072,0
76,2021-06-02 21:00:00+00:00,1.22104,1.22142,1.22082,1.22125,1.2209226,1.2124006,0.008521999999999919,0.008541750000000015,0
77,2021-06-03 01:00:00+00:00,1.22126,1.22135,1.2201,1.22015,1.2209622,1.21251025,0.008451949999999986,0.008521999999999919,0
78,2021-06-03 05:00:00+00:00,1.22013,1.2204,1.21788,1.21878,1.220977,1.2126234500000002,0.00835354999999982,0.008451949999999986,0
79,2021-06-03 09:00:00+00:00,1.21876,1.22086,1.21565,1.21586,1.220935,1.21272345,0.008211550000000178,0.00835354999999982,0
80,2021-06-03 13:00:00+00:00,1.21586,1.21624,1.21182,1.21204,1.2207822,1.2127711,0.008011099999999827,0.008211550000000178,0
81,2021-06-03 17:00:00+00:00,1.21205,1.21338,1.21188,1.21271,1.2206156,1.2128145,0.007801100000000005,0.008011099999999827,0
82,2021-06-03 21:00:00+00:00,1.21273,1.21322,1.21145,1.21276,1.2204402,1.2128592,0.00758100000000006,0.007801100000000005,0
83,2021-06-04 01:00:00+00:00,1.21274,1.21305,1.21122,1.21138,1.2202346,1.21289765,0.007336950000000009,0.00758100000000006,0
84,2021-06-04 05:00:00+00:00,1.2114,1.21181,1.21042,1.2112,1.2200149999999998,1.212934,0.007080999999999893,0.007336950000000009,0
85,2021-06-04 09:00:00+00:00,1.21118,1.21746,1.2104,1.21678,1.2198917999999999,1.2129863,0.006905499999999787,0.007080999999999893,0
86,2021-06-04 13:00:00+00:00,1.21676,1.21856,1.21609,1.21614,1.2196966,1.21303265,0.006663950000000085,0.006905499999999787,0
87,2021-06-04 17:00:00+00:00,1.21615,1.21703,1.21602,1.21668,1.219523,1.21309865,0.0064243499999998566,0.006663950000000085,0
88,2021-06-06 21:00:00+00:00,1.21671,1.21728,1.21613,1.21673,1.2193778,1.2131671,0.006210700000000013,0.0064243499999998566,0
89,2021-06-07 01:00:00+00:00,1.21674,1.21708,1.216,1.2168,1.2192094,1.2132329,0.005976500000000051,0.006210700000000013,0
90,2021-06-07 05:00:00+00:00,1.21679,1.21682,1.21449,1.21619,1.2190428,1.2132965,0.005746299999999982,0.005976500000000051,0
91,2021-06-07 09:00:00+00:00,1.21621,1.21761,1.21506,1.21634,1.2188504,1.2133644,0.005486000000000102,0.005746299999999982,0
92,2021-06-07 13:00:00+00:00,1.21633,1.22018,1.21614,1.21948,1.2187582,1.2134587000000001,0.0052994999999997905,0.005486000000000102,0
93,2021-06-07 17:00:00+00:00,1.2195,1.21992,1.21894,1.21894,1.2186970000000001,1.21354635,0.005150650000000034,0.0052994999999997905,0
94,2021-06-07 21:00:00+00:00,1.21897,1.21944,1.21826,1.21857,1.2186686,1.21362545,0.005043149999999885,0.005150650000000034,0
95,2021-06-08 01:00:00+00:00,1.21856,1.2191,1.21775,1.21794,1.2186416,1.2136977,0.004943900000000001,0.005043149999999885,0
96,2021-06-08 05:00:00+00:00,1.21793,1.21854,1.21642,1.21767,1.2186184,1.21376765,0.004850749999999904,0.004943900000000001,0
97,2021-06-08 09:00:00+00:00,1.21764,1.21884,1.21682,1.21758,1.2185827999999999,1.21383865,0.004744149999999836,0.004850749999999904,0
98,2021-06-08 13:00:00+00:00,1.21756,1.2193,1.21708,1.21782,1.218574,1.21391465,0.004659350000000062,0.004744149999999836,0
99,2021-06-08 17:00:00+00:00,1.21781,1.2182,1.21712,1.2173,1.2185476,1.2139688499999999,0.004578750000000076,0.004659350000000062,0
100,2021-06-08 21:00:00+00:00,1.21728,1.21782,1.21712,1.2175,1.218522,1.21405195,0.004470050000000114,0.004578750000000076,0
101,2021-06-09 01:00:00+00:00,1.21752,1.21856,1.21739,1.21796,1.218493,1.21413435,0.0043586500000001305,0.004470050000000114,0
102,2021-06-09 05:00:00+00:00,1.21794,1.21928,1.21756,1.21884,1.2185014,1.21421825,0.004283150000000013,0.0043586500000001305,0
103,2021-06-09 09:00:00+00:00,1.21885,1.21978,1.2184,1.21946,1.2185154,1.21430225,0.004213149999999999,0.004283150000000013,0
104,2021-06-09 13:00:00+00:00,1.21948,1.22181,1.21741,1.2176,1.2184723999999998,1.2143608499999998,0.004111549999999964,0.004213149999999999,0
105,2021-06-09 17:00:00+00:00,1.21759,1.21838,1.21744,1.21794,1.2185612000000001,1.2144146999999998,0.004146500000000275,0.004111549999999964,0
106,2021-06-09 21:00:00+00:00,1.21804,1.21809,1.21721,1.21731,1.218506,1.21446285,0.004043149999999995,0.004146500000000275,0
107,2021-06-10 01:00:00+00:00,1.21729,1.21758,1.21628,1.21642,1.2184502000000001,1.21449655,0.003953650000000142,0.004043149999999995,0
108,2021-06-10 05:00:00+00:00,1.2164,1.2174,1.21534,1.21666,1.2183998,1.21452825,0.003871549999999946,0.003953650000000142,0
109,2021-06-10 09:00:00+00:00,1.21668,1.21949,1.21512,1.21862,1.218376,1.21456725,0.0038087499999999164,0.003871549999999946,0
110,2021-06-10 13:00:00+00:00,1.21864,1.21934,1.21433,1.21768,1.2183284,1.21460575,0.0037226500000000495,0.0038087499999999164,0
111,2021-06-10 17:00:00+00:00,1.21766,1.21788,1.21699,1.2176,1.218283,1.2146534,0.0036296000000000106,0.0037226500000000495,0
112,2021-06-10 21:00:00+00:00,1.21707,1.21789,1.21691,1.21783,1.2181828,1.2146979500000001,0.0034848499999997617,0.0036296000000000106,0
113,2021-06-11 01:00:00+00:00,1.21784,1.21916,1.21759,1.21871,1.2181053999999998,1.2147485500000001,0.0033568499999996337,0.0034848499999997617,0
114,2021-06-11 05:00:00+00:00,1.21872,1.2193,1.21639,1.21658,1.2179778,1.2147918500000001,0.003185949999999993,0.0033568499999996337,0
115,2021-06-11 09:00:00+00:00,1.21658,1.21672,1.21224,1.21288,1.2177904,1.21481985,0.002970549999999905,0.003185949999999993,0
116,2021-06-11 13:00:00+00:00,1.2129,1.21304,1.20929,1.20965,1.2175238,1.2148389,0.00268489999999999,0.002970549999999905,0
117,2021-06-11 17:00:00+00:00,1.20966,1.21109,1.20926,1.2109,1.2172924,1.2148525000000001,0.0024398999999999393,0.00268489999999999,0
118,2021-06-13 21:00:00+00:00,1.21088,1.2112,1.20988,1.21004,1.2170276,1.2148672500000002,0.002160349999999811,0.0024398999999999393,0
119,2021-06-14 01:00:00+00:00,1.21002,1.2105,1.20947,1.21044,1.2168088,1.21487365,0.0019351499999999966,0.002160349999999811,0
120,2021-06-14 05:00:00+00:00,1.21042,1.21208,1.20944,1.21089,1.2165858,1.2148888,0.0016970000000000596,0.0019351499999999966,0
121,2021-06-14 09:00:00+00:00,1.2109,1.21248,1.21085,1.21198,1.2163910000000002,1.2149123,0.001478700000000277,0.0016970000000000596,0
122,2021-06-14 13:00:00+00:00,1.21196,1.21306,1.2117,1.21222,1.2162726,1.214936,0.00133659999999991,0.001478700000000277,0
123,2021-06-14 17:00:00+00:00,1.21223,1.21231,1.21166,1.21202,1.2161414000000002,1.2149622,0.001179200000000158,0.00133659999999991,0
124,2021-06-14 21:00:00+00:00,1.21194,1.21236,1.21142,1.212,1.2159572,1.2149770500000001,0.0009801499999999574,0.001179200000000158,0
125,2021-06-15 01:00:00+00:00,1.21202,1.2126,1.21148,1.2126,1.2157884,1.21497715,0.0008112500000001521,0.0009801499999999574,0
126,2021-06-15 05:00:00+00:00,1.21258,1.21474,1.21242,1.21306,1.2156246,1.2149715,0.000653099999999851,0.0008112500000001521,0
127,2021-06-15 09:00:00+00:00,1.21304,1.21306,1.21014,1.21116,1.2154448,1.21496135,0.00048344999999994087,0.000653099999999851,0
128,2021-06-15 13:00:00+00:00,1.21116,1.2131,1.21089,1.2124,1.2153171999999999,1.21496555,0.0003516499999998146,0.00048344999999994087,0
129,2021-06-15 17:00:00+00:00,1.21242,1.21299,1.21219,1.2126,1.215252,1.21496725,0.0002847500000000558,0.0003516499999998146,0
130,2021-06-15 21:00:00+00:00,1.21266,1.21288,1.21225,1.21228,1.2152568000000001,1.2149697499999998,0.00028705000000028846,0.0002847500000000558,0
131,2021-06-16 01:00:00+00:00,1.2123,1.2129,1.21168,1.21286,1.2152598000000001,1.2149741,0.00028570000000005535,0.00028705000000028846,0
132,2021-06-16 05:00:00+00:00,1.21284,1.21348,1.21182,1.21287,1.215262,1.2149774,0.00028460000000007923,0.00028570000000005535,0
133,2021-06-16 09:00:00+00:00,1.21288,1.21294,1.21142,1.21186,1.2152716,1.21497815,0.00029344999999980637,0.00028460000000007923,0
134,2021-06-16 13:00:00+00:00,1.21188,1.21271,1.211,1.21176,1.2152828,1.21498935,0.0002934500000000284,0.00029344999999980637,0
135,2021-06-16 17:00:00+00:00,1.21174,1.21175,1.19946,1.19951,1.2149374,1.214945,-7.5999999999964984e-06,0.0002934500000000284,-1
136,2021-06-16 21:00:00+00:00,1.19955,1.19985,1.19842,1.19884,1.2145914,1.2149258,-0.000334400000000068,-7.5999999999964984e-06,0
137,2021-06-17 01:00:00+00:00,1.19885,1.2005,1.19878,1.2001,1.2142598,1.2149163,-0.0006565000000000598,-0.000334400000000068,0
138,2021-06-17 05:00:00+00:00,1.20008,1.20065,1.19361,1.19476,1.2138204,1.2148731,-0.0010527000000000175,-0.0006565000000000598,0
139,2021-06-17 09:00:00+00:00,1.19474,1.1957,1.19262,1.19314,1.2133471999999998,1.2148282,-0.0014810000000000656,-0.0010527000000000175,0
140,2021-06-17 13:00:00+00:00,1.19312,1.19512,1.18918,1.18962,1.2128158,1.21475255,-0.0019367500000000426,-0.0014810000000000656,0
141,2021-06-17 17:00:00+00:00,1.18961,1.19226,1.1896,1.1907,1.212303,1.2146845,-0.0023815000000000364,-0.0019367500000000426,0
142,2021-06-17 21:00:00+00:00,1.19076,1.19154,1.19046,1.19074,1.2117282,1.21461175,-0.002883549999999957,-0.0023815000000000364,0
143,2021-06-18 01:00:00+00:00,1.19076,1.19251,1.1906,1.19135,1.2111764,1.2145366,-0.0033601999999999244,-0.002883549999999957,0
144,2021-06-18 05:00:00+00:00,1.19136,1.19245,1.18853,1.1913,1.210631,1.21446525,-0.003834249999999928,-0.0033601999999999244,0
145,2021-06-18 09:00:00+00:00,1.19129,1.19225,1.18674,1.18876,1.2100473999999999,1.2143887,-0.004341300000000103,-0.003834249999999928,0
146,2021-06-18 13:00:00+00:00,1.18878,1.18878,1.18474,1.18746,1.2094432,1.2143243000000001,-0.004881100000000194,-0.004341300000000103,0
147,2021-06-18 17:00:00+00:00,1.18746,1.1882,1.18571,1.18642,1.20882,1.21424355,-0.005423549999999944,-0.004881100000000194,0
148,2021-06-20 21:00:00+00:00,1.18572,1.18766,1.18502,1.18726,1.2082088,1.2141711499999999,-0.005962349999999894,-0.005423549999999944,0
149,2021-06-21 01:00:00+00:00,1.18724,1.1874,1.18477,1.1866,1.2075947999999999,1.2140974999999998,-0.006502699999999972,-0.005962349999999894,0
150,2021-06-21 05:00:00+00:00,1.18658,1.1894,1.18513,1.18932,1.2070312,1.21403425,-0.007003050000000011,-0.006502699999999972,0
151,2021-06-21 09:00:00+00:00,1.18931,1.18998,1.18848,1.18926,1.2064572,1.2139693,-0.0075121000000000215,-0.007003050000000011,0
152,2021-06-21 13:00:00+00:00,1.18925,1.19214,1.18896,1.19192,1.2059188,1.2139305,-0.008011699999999955,-0.0075121000000000215,0
153,2021-06-21 17:00:00+00:00,1.19194,1.19212,1.19079,1.19178,1.2053652,1.2138909,-0.00852570000000008,-0.008011699999999955,0
154,2021-06-21 21:00:00+00:00,1.19187,1.19202,1.19049,1.19082,1.2048296,1.213848,-0.009018399999999982,-0.00852570000000008,0
155,2021-06-22 01:00:00+00:00,1.19081,1.19152,1.19008,1.19028,1.2042764,1.213797,-0.009520600000000101,-0.009018399999999982,0
156,2021-06-22 05:00:00+00:00,1.19031,1.19115,1.18918,1.18966,1.2037233999999999,1.2137452,-0.01002180000000008,-0.009520600000000101,0
157,2021-06-22 09:00:00+00:00,1.18964,1.19027,1.18811,1.18931,1.2031812,1.2136905,-0.010509300000000055,-0.01002180000000008,0
158,2021-06-22 13:00:00+00:00,1.1893,1.19416,1.189,1.19346,1.2027172,1.21363805,-0.010920849999999982,-0.010509300000000055,0
159,2021-06-22 17:00:00+00:00,1.19347,1.19528,1.19318,1.19412,1.2022272,1.2135801,-0.011352899999999888,-0.010920849999999982,0
160,2021-06-22 21:00:00+00:00,1.19398,1.19438,1.19298,1.19321,1.2017377999999999,1.2135212,-0.01178340000000011,-0.011352899999999888,0
161,2021-06-23 01:00:00+00:00,1.19324,1.19346,1.19192,1.19193,1.2012244,1.2134482,-0.012223799999999896,-0.01178340000000011,0
162,2021-06-23 05:00:00+00:00,1.19195,1.19456,1.19116,1.19328,1.2007333999999998,1.2133828000000002,-0.012649400000000366,-0.012223799999999896,0
163,2021-06-23 09:00:00+00:00,1.1933,1.19552,1.19326,1.19539,1.200267,1.2133279,-0.013060899999999931,-0.012649400000000366,0
164,2021-06-23 13:00:00+00:00,1.19536,1.19702,1.19344,1.19356,1.1998066,1.2132519000000002,-0.013445300000000104,-0.013060899999999931,0
165,2021-06-23 17:00:00+00:00,1.19357,1.19384,1.19194,1.19266,1.1994022000000002,1.2131507,-0.01374849999999972,-0.013445300000000104,0
166,2021-06-23 21:00:00+00:00,1.19274,1.19334,1.19262,1.1931,1.1990712,1.2130406500000002,-0.013969450000000272,-0.01374849999999972,0
167,2021-06-24 01:00:00+00:00,1.19312,1.19325,1.19194,1.19241,1.1987014,1.2129211,-0.014219699999999946,-0.013969450000000272,0
168,2021-06-24 05:00:00+00:00,1.19242,1.19431,1.19176,1.19254,1.1983514,1.212803,-0.01445160000000012,-0.014219699999999946,0
169,2021-06-24 09:00:00+00:00,1.19252,1.19564,1.1925,1.19544,1.1980514,1.2127044,-0.014653000000000027,-0.01445160000000012,0
170,2021-06-24 13:00:00+00:00,1.19545,1.19562,1.192,1.19268,1.1976872,1.2125822,-0.01489499999999988,-0.014653000000000027,0
171,2021-06-24 17:00:00+00:00,1.1927,1.19354,1.19265,1.19312,1.19731,1.2124622,-0.015152199999999949,-0.01489499999999988,0
172,2021-06-24 21:00:00+00:00,1.19317,1.19328,1.19269,1.19311,1.1969278,1.21234825,-0.015420449999999919,-0.015152199999999949,0
173,2021-06-25 01:00:00+00:00,1.19312,1.19452,1.19309,1.1937,1.1965614,1.21225235,-0.01569094999999998,-0.015420449999999919,0
174,2021-06-25 05:00:00+00:00,1.19374,1.19508,1.1935,1.19432,1.1962078,1.21215995,-0.015952149999999943,-0.01569094999999998,0
175,2021-06-25 09:00:00+00:00,1.19433,1.19657,1.19378,1.19578,1.1958714000000001,1.212068,-0.016196599999999783,-0.015952149999999943,0
176,2021-06-25 13:00:00+00:00,1.1958,1.19754,1.19326,1.19372,1.1954846000000001,1.2119554,-0.016470799999999786,-0.016196599999999783,0
177,2021-06-25 17:00:00+00:00,1.19374,1.19426,1.19264,1.19361,1.1951336000000001,1.2118393,-0.016705699999999934,-0.016470799999999786,0
178,2021-06-27 21:00:00+00:00,1.19355,1.19422,1.19326,1.19368,1.1947592,1.2117258,-0.016966599999999943,-0.016705699999999934,0
179,2021-06-28 01:00:00+00:00,1.19366,1.19384,1.19202,1.19226,1.1943523999999999,1.21161295,-0.01726055000000004,-0.016966599999999943,0
180,2021-06-28 05:00:00+00:00,1.19228,1.19447,1.1922,1.19414,1.1939896,1.21151455,-0.017524949999999873,-0.01726055000000004,0
181,2021-06-28 09:00:00+00:00,1.19416,1.19439,1.19024,1.19216,1.1935756,1.2114151499999999,-0.017839549999999926,-0.017524949999999873,0
182,2021-06-28 13:00:00+00:00,1.19214,1.19398,1.19112,1.19228,1.1931638,1.2113093,-0.018145499999999926,-0.017839549999999926,0
183,2021-06-28 17:00:00+00:00,1.19226,1.19292,1.192,1.19244,1.1927754,1.2112065,-0.018431100000000145,-0.018145499999999926,0
184,2021-06-28 21:00:00+00:00,1.19252,1.19304,1.19178,1.19192,1.1923786,1.2111329,-0.01875429999999989,-0.018431100000000145,0
185,2021-06-29 01:00:00+00:00,1.19194,1.19246,1.19076,1.19104,1.1922092,1.2110518000000001,-0.018842600000000154,-0.01875429999999989,0
186,2021-06-29 05:00:00+00:00,1.19106,1.19232,1.18993,1.19016,1.1920355999999999,1.2109616,-0.01892600000000022,-0.018842600000000154,0
187,2021-06-29 09:00:00+00:00,1.19018,1.19134,1.18798,1.18826,1.1917988,1.2108637500000001,-0.01906495000000019,-0.01892600000000022,0
188,2021-06-29 13:00:00+00:00,1.18825,1.19116,1.18778,1.18962,1.191696,1.21078065,-0.019084649999999925,-0.01906495000000019,0
189,2021-06-29 17:00:00+00:00,1.18961,1.19056,1.1893,1.18969,1.191627,1.2106883000000002,-0.01906130000000017,-0.019084649999999925,0
190,2021-06-29 21:00:00+00:00,1.18974,1.19067,1.18966,1.19003,1.1916352,1.2105986,-0.018963400000000075,-0.01906130000000017,0
